"Boerhaaveschool","1"
"’t Wapen van Noordgouw","1"
"Petemayenbrug","1"
"De Buffel","1"
"Kantoorboekhandel Albracht-Siegers","1"
"Brug 1922|Hein Donnerbrug","1"
"Pakhuis d'Ezel|De Kameel","1"
"Plantagekerk","1"
"Destilleerderij de Adelaar","1"
"Koningssluis","1"
"gebouw Eben Haëzer","1"
"Dubbeltjeswoningen","1"
"Oude Kerk|Paleis op de Dam|Beurs van Berlage|Westerkerk|Postkantoor|Dominicuskerk","1"
"Nieuw Amsterdam","1"
"Cromhoutshuizen","1"
"St. Vincentius Tussenschool|Maatschappij voor de Werkende Stand","1"
"parkherstellingsoord","1"
"|Overtoomsesluis","1"
"De Kruiwagen","1"
"Paleis voor Volksvlijt|Paleis op de Dam","1"
"Westergasfabriek|Centrale Hemweg","1"
"|Molen De Otter","1"
"De Wildeman|Roode Huys","1"
"Lloydhotel","1"
"Westerkerk|Paleis op de Dam","1"
"Wilde Wingerdschool","1"
"West-Indisch Huis|Oost-Indisch Huis","1"
"Het Groot Melkhuis","1"
"gerefomeerde kerk|","1"
"R.K. Chassékerk","1"
"Nieuwe Huishoudschool","1"
"Diaconie Bestedelingenhuis","1"
"Portugees-Israëlitische Semenarie","1"
"leliesluis (Brug 61)","1"
"Victoria Hotel|Nieuwe brug|Beurs van Berlage","1"
"|Zonne-Wijzer","1"
"Brug 381|Vierwindstrekenbrug","1"
"Corso Bioscoop","1"
"West-Indische pakhuizen|","1"
"Zeevaartschool","1"
"Paleis op de Dam|Hoofdspostkantoor","1"
"D'Witte Lelie","1"
"Koning Willemshuis||Prinses Wilhelmina Bewaarschool","1"
"Klein Kalfje|'t Oude Kalfje","1"
"Eenhoornsluis|Brug 313","1"
"Beurs van Zocher|Oude Kerk","1"
"Paleis op de Dam|Nieuwe Kerk|Nationaal Monument De Eendracht","1"
"De Nederlanden van 1870","1"
"Scheikundig Laboratorium Vrije Universiteit","1"
"Brug 454|Koningsbrug","1"
" First Church of Christ, Scientist","1"
"Sint Nicolaaskerk|Centraal Station|Noord-Zuid Hollandsch Koffiehuis","1"
"gebouw Candida","1"
"Pakhuis de Kroon","1"
"Lyceumbrug|Het Amsterdams Lyceum","1"
"City Theater","1"
"Paulusbroederssluis","1"
"Centraal Station|Schreierstoren","1"
"Sint Jansbrug (Brug 205)","1"
"Hoofdkantoor NMB Bank","1"
"Kantoor Samenwerkende Havenbedrijven","1"
"Theater Carré|Amstelsluizen","1"
"Middelburg|Mechelen","1"
"Rijksmuseum Vincent van Gogh","1"
"Oosterparkkerk","1"
"De Posthoorn (R.K. Kerk)|Ronde Lutherse Kerk|Beurs van Berlage|Oude Kerk|Havengebouw","1"
"Paleis van Justitie|Rijksmuseum","1"
"Theater Desmet","1"
"scheepswerf koning William","1"
"Amstelveense Veerhuis","1"
"engelse kerk|r.k. kerk van johannes en ursula","1"
"pakhuis","1"
"r.k. kerk van johannes en ursula","1"
"Engelse presbyteriaanse kerk","1"
"Olympisch Stadion|Olympisch Stadion","1"
"Oosterkerk|Scheepvaartmuseum","1"
"Oranje Naussaukazerne","1"
"|Sint Agneskerk","1"
"NMB Bank","1"
"Boerhaavekliniek","1"
"Martelaren van Gorcumkerk","1"
"Inrichting voor Stadsbestedelingen|Paleis van Justitie","1"
"Bioscoop Parisien","1"
"Monument ter nagedachtenis aan Anne Frank","1"
"Effectenbeurs|Centraal Station|Beurs van Berlage|Sint Nicolaaskerk","1"
"Het Spaanse Huis","1"
"bank","1"
"Parkhotel","1"
"|Zeemanshoop","1"
"Zuiderkerk|Tuschinski Theater","1"
"bioscoop Tuschinski|Tuschinski Theater","1"
"Paradiso|","1"
"Barlaeus Gymnasium|Paradiso","1"
"Tuschinski Theater|Oude Kerk","1"
" Hotel de l'Europe","1"
"Theehuisje Broek in Waterland","1"
"duiker","1"
"Stopera|Stadhuis-Muziektheater","1"
"Stadhuis-Muziektheater|Mozes en Aäronkerk|Blauwbrug","1"
"Walter Süskindbrug","1"
"amro-bank","1"
"Magere Brug|Koninklijk Theater Carré","1"
"Magere Brug|Koninklijk Theater Carré|Amstelhof","1"
"Brug 233","1"
"Hortus Botanicus|Palmenkas","1"
"Monument voor Jacob Israël de Haan","1"
"Zuildragende schildpad","1"
"Brug 174","1"
"Moenshofje","1"
"Metz & Co","1"
"Gebouw De Utrecht","1"
"Hotel de Roode Leeuw","1"
"standbeeld Kokadorus","1"
"Schouwenhoek","1"
"Badhuis","1"
"Vredenburg","1"
"Zeedijkbrug|Den Swarten Hooren","1"
"Kolksluis|","1"
"Kolksluis|Den Swarten Hooren","1"
"Luthers Diaconessen","1"
"Diaconie weeshuis der Ned. Herv. Gemeente en Herv. jeugdhuis","1"
"Nieuwe Kerk|Paleis op de Dam|Beurs van Zocher","1"
"Nieuwe Kerk|Beurs van Zocher","1"
"Coorenharp","1"
"gevelsteen d'Hoop","1"
"N.V. Deli-Batavia Maatschappij","1"
"Atlas","1"
"Schouw","1"
"De Drie Hendricken","1"
"vuilnisstortplaats","1"
"VOC schip","1"
"Marine-etablissement|Scheepvaartmuseum","1"
"collectebus","1"
"pilaar","1"
"trappenhuis","1"
"Schouw|Trippenhuis","1"
"Suikerwerkfabriek Klene","1"
"Monument Burgemeester Tellegen","1"
"Huis van Bewaring","1"
"restaurant","1"
"Tropenmuseum|Muiderkerk","1"
"Amstelsluizen|Magere Brug","1"
"Diaconie Oude Vrouwenhuis","1"
"Oranje Nasaukazerne","1"
"Oranje-Nassaukazerne|Oranje Nassaukazerne","1"
"|Huis met de Kabouters","1"
"RK Kerk De Liefde (Nicolaas en Barbara)","1"
"KNSM kantine","1"
"Pakhuis Oostenburg","1"
"entrepôt","1"
"Entrepodok","1"
"Gebouw Neptunus","1"
"Atheneum Illustre","1"
"De Brakke Grond","1"
"Korenmeestershuisje","1"
"|Korenmetershuisje","1"
"Oudezijds Huiszittenhuis","1"
"tuinvaas","1"
"Witte Huis","1"
"bevolkingsregister","1"
"Gebouw Zuid Holland","1"
"hotel the Dilan","1"
"Westerkerk|Homomonument","1"
"Homomonument","1"
"Walenkerk","1"
"Drijfkelder","1"
"Gerechtsgebouw","1"
"Prinsen Theater","1"
"Oude Kerk|Beurs van Berlage","1"
"Zuiderkerkspoortje|Zuiderkerk","1"
"Het Slagthuis","1"
"Diaconie Oude Vrouwen en Mannenhuis","1"
"Diaconie Oude Vrouwen- en Mannenhuis der Nederlands Hervormde Gemeente","1"
"Surp Hoki","1"
"Armeense Kerk","1"
"Rechtbank","1"
"Rechthuis","1"
"Petruskerk","1"
"|Westerkerk","1"
"Paleis op de Dam|Beurs van Zocher|Nieuwe Kerk","1"
"Paleis voor Volksvlijt|Hogesluis","1"
"Hogesluis|Paleis voor Volksvlijt","1"
"Waag op de Botermarkt","1"
"Rembrandt standbeeld","1"
"Hogesluis|Amstelhotel","1"
"Nieuwe Stadsherberg","1"
"Papenbrug|Oude Kerk","1"
"Oudezijds Heerenlogement","1"
"Monument De Eendacht","1"
"Zeemanshoop","1"
"Bible Hotel","1"
"Hotel Rondeel","1"
"Zeemanshuis|'s Lands Zeemagazijn","1"
"Paleis op de Dam|Hoofdpostkanoor","1"
"Koninklijk Paleis","1"
"|Sint Nicolaaskerk","1"
"RK Kerk De Zaaier","1"
"Eilandskerk","1"
"Westerhal","1"
"Stadsschouwbug|American Hotel","1"
"Leidsepoort|Stadsschouwbug|Café du Théatre","1"
"Dierentuin Natura Artis Magistra","1"
"station","1"
"Station Willemspoort","1"
"|Magere Brug","1"
"Chr. Middelbare Economische School","1"
"Vredenburgh","1"
"Vincentiuskerk","1"
"Sint Vicentiuskerk","1"
"Staringhofje","1"
"Evangelisch Luthers Diaconiehof","1"
"Maranathakerk","1"
"Kerk De Liefde (H.H. Nicolaas en Barbara)","1"
"De Liefde","1"
"|Amsterdams Lyceum","1"
"Hirsch gebouw","1"
"Sonnesta hotel","1"
"Minervapaviljoen","1"
"Minerva Paviljoen","1"
"Schoolgebouw Smalle Pad","1"
"Centrale Israëlitische ziekenverpleging","1"
"Jacob Obrechtplein-synagoge","1"
"Berlageschool","1"
"Stichting Werf `t Kromhout","1"
"Droogbak|Posthoornkerk|Noord-Zuid Hollandsch Koffiehuis","1"
"Graansilo Korthals Altes","1"
"Noord- Zuidhollands Koffiehuis|Centraal Station","1"
"Centraal Station|Noord- Zuidhollands Koffiehuis","1"
"Pastoor Hesseveldschool","1"
"Westergasfabriek|Gashouder","1"
"Gashouder","1"
"Brug 193","1"
"Transformatorhuis","1"
"Diaconie oudemannen en -vrouwenhuis","1"
"Hotel American","1"
"American Hotel|Stadsschouwbug","1"
"valeriuskliniek","1"
"Sportfondsenbad Oost","1"
"Melkfabriek Sterovita","1"
"|American Hotel","1"
"A.T.V.A.","1"
"Hamers- en Bouwershof","1"
"top van de oudekerkstoren","1"
"Salmhuisjes","1"
"Spoorbrug","1"
"Oudemanhuispoort|Huis aan de Drie Grachten","1"
"Hollansche Manege","1"
"Huis de Vicq|Plafondschildering Jacob de Wit","1"
"Huis de Vicq|Plafond directeurskamer","1"
"Deutzhuis","1"
"De Bazel|Koningszaal","1"
"|Nieuwe Oosterbegraafplaats","1"
"Grafmonument van Gerardus Frederik Westerman","1"
"Brug 121","1"
"Drie Hendricken","1"
"Vondelpark Paviljoen","1"
"Ronde Lutherse Kerk|Westerkerk","1"
"Gemaal Zeeburg","1"
"Brug 51|Brug 53","1"
"Brug 20","1"
"Afbraak","1"
"Sint Olofskapel|Centraal Station","1"
"Kabouterhuis","1"
"Begijnhofkerk","1"
"volkskoffiehuis","1"
"Marinevliegkamp Schellingwoude","1"
"Goethe-Institut","1"
"Havengebouw|Ibis Hotel","1"
"kantoorgebouw","1"
"Buitenplaats Oostermeer","1"
"Gemeenlandshuis van het Hoogheemraadschap Zeeburg en Diemerdijk","1"
"Westerkerk|Ignatiuskerk","1"
"Museum Amstelkring, Ons Lieve Heer op Solder","1"
"Narwall","1"
"Weeshuis","1"
"Amstelstad","1"
"Anslo´s Hofje","1"
"Zwaardvegershofje|Claes Claeszhofje","1"
"Schinkelkerk","1"
"Buiksloterkerk","1"
"Oudezijds Huiszittenhuis|Arsenaal","1"
"Mozes en Aäronkerk|Stadhuis-Muziektheater","1"
"Uilenburgersynagoge","1"
"Episcopal Church","1"
"Stadsdoelen","1"
"Academie van Bouwkunst|Oudezijds Huiszittenhuis","1"
"Waag (Nieuwmarkt)|Oude Kerk|Sint Nicolaaskerk","1"
"Schreierstoren|Waag (Nieuwmarkt)|Zuiderkerk","1"
"Waag (Nieuwmarkt)|Sint Nicolaaskerk|Centraal Station","1"
"Ship Chandlers Warehouse","1"
"Waag (Nieuwmarkt)|Oude Kerk","1"
"Pakhuis Schottenburch","1"
"Nationaal Monument de Eendracht","1"
"Monument de Eendracht|Nieuwe Kerk|Paleis op de Dam","1"
"Industrieële Groote Club","1"
"Muiderpoort|Koloniaal Instituut","1"
"Centraal Station|Schreierstoren|Sint Nicolaaskerk|Victoria Hotel","1"
"RK Gerardus Majellakerk","1"
"Schottenburgh","1"
"|Huis met de Hoofden","1"
"Grant Hotel Amrat Amsterdam","1"
"Oude Kerk|Beurs van Berlage|Ronde Lutherse Kerk|Sint Nicolaaskerk","1"
"Admiraliteitsgebouw","1"
"VOC Pakhuis","1"
"Molen De Gooijer|Brouwerij 't IJ","1"
"Molen De Gooijer","1"
"Soli Deo Gloria anno 1736","1"
"jeugdherberg","1"
"Werkspoor Oostenburg","1"
"Brug 278","1"
"Rijksmuseum|Stedelijk Museum|Van Goghmuseum|Concertgebouw","1"
"Kasteel Aemstel","1"
"Zuiderkerk|Maupoleum","1"
"Burgemeester van Tellingenhuis|Maupoleum","1"
"'Maupoleum' | Burgemeester Tellegenhuis","1"
"Zuiderkerk|Maupoleum|Burgemeester van Tellingenhuis","1"
"demontageserie","1"
"Bioscoop Rex","1"
"Petruskerk (Sloterdijk)","1"
"N.H. Petruskerk","1"
"Petruskerk, Sloterdijk","1"
"Sigarenwinkel en magazijn P.G.C. Hajenius","1"
"Montelbaanstoren|Keizersbrug","1"
"Huis Bartolotti|de Zonnewyser","1"
"Nationaal Monument","1"
"Koningin Emma Monument","1"
"Eerste Amsterdamse Christelijke Nijverheidsschool","1"
"Pakhuis Leipzig","1"
"Instituut voor Onderwijs aan Blinden","1"
"|Huis Van Brienen","1"
"Onze-Lieve-Vrouwe kerk","1"
"|Paleis op de Dam|Hoofdpostkantoor|P.C. Hoofthuis","1"
"Kas-Associatie N.V","1"
"Arti & Amicitiae","1"
"Arti et Amicitia","1"
"Oude Lutherse Kerk|Aula UvA","1"
"Singelkerk","1"
"Multatulimuseum","1"
"Gebouw Kas-Associatie","1"
"Kerk de Krijtberg","1"
"Odeon|","1"
"Oude Lutherse Kerk|Athaneum Boekhandel|De Brabantse Aap","1"
"Oude Lutherse Kerk|De Krijtberg (R.K. Kerk)","1"
"Engelse kerk|Begijnhofkapel","1"
"Geboortehuis Multatuli","1"
"Rembrandttoren|Beurs van Berlage|Zuiderkerk|Oude Kerk","1"
"hotel l'Europe","1"
"muurschildering","1"
"opslagplaats","1"
"Voorwerf Koninklijke Marine","1"
"Scheepvaartmuseum|Marine-Etablissement","1"
"beschoeing","1"
"Het Huiszittenweduwenhof|Karthuizerhofje","1"
"Rozenschool|Huiszittenweduwenhof","1"
"huiszittenweduwenhof|karthuizerhof","1"
"Karthuizerhof|huiszittenweduwenhof","1"
"Amstelsluizen|Hogesluis|Blauwbrug|Magere Brug","1"
"Karthuizerhofje","1"
"Beurs van Zocher|Monument voor de Volksgeest","1"
"Amstelhotel|Hogesluis","1"
"Nieuwezijds Kapel|Nederlandse Bank","1"
"Waag (Nieuwmarkt)|Grote Zeevismarkt","1"
"Paleis op de Dam|Nieuwe Kerk|Monument De Eendracht","1"
"Munttoren|","1"
"Centraal Station|NZH Koffiehuis","1"
"victoria hotel|Havengebouw","1"
"Oude Kerk|Sint Olofskapel","1"
"Scheepvaarthuis|Montelbaanstoren","1"
"Schreierstoren|Scheepvaarthuis","1"
"Centraal Station|noord-en zuidhollands koffiehuis|Noord-Zuidhollandsch Koffiehuis","1"
"St Nicolaaskerk","1"
"In de Lompen ","1"
"Victoria Hotel|Noorderkerk|Ronde Lutherse Kerk","1"
"Centraal Station|Havengebouw","1"
"Brouwerij het IJ","1"
"Kortjewantsbrug","1"
"Sint Ritakerk en Rosa Klooster","1"
"|Sint Rosa klooster","1"
"d`Admiraal (molen)","1"
"Sint Nicolaaskerk|Ronde Lutherse Kerk|De Posthoorn (R.K. Kerk)|Scheepvaarthuis","1"
"bibliotheek","1"
"Scheepvaartmuseum|Zeemanshuis","1"
"|Andrieskerk","1"
"gebouw de Swaen","1"
"Kerk","1"
"Café 't Sluisje","1"
"Poort Rasphuis","1"
"Pakhuis Afrika|Pakhuis De Zwijger","1"
"|Pakhuis Australië|Pakhuis Wilhelmina","1"
"Pakhuis Azië","1"
"Brug 142","1"
"Niek Engelschmanbrug","1"
"|Blauwbrug","1"
"Brug 229","1"
"Scheepvaarthuis|Brug 283","1"
"Muiderpoort|Burg 264","1"
"Brug 264","1"
"Walkartschool","1"
"Brug 20|Brug 21","1"
"Brug 106","1"
"Kerk ""De Zaaier""","1"
"De Kooper Moole 1746","1"
"Gebouw ANIEM","1"
"Museum Fodor|Pakhuis Het Spook","1"
"Lucas Jansz. Sinckbrug","1"
"Klein Trippenhuis","1"
"Spiegelhuizen","1"
"De twee zusjes","1"
"Het Root Hart","1"
"Het Roothart","1"
"Zuiderkerkstoren","1"
"Houtzaagmolen De Otter","1"
"Schutsluis Willem I","1"
"Sint Maartensvlotbrug","1"
"Centraal Station|","1"
"Rijksmagazijn van Geneesmiddelen","1"
"D'Admiraal (krijtmolen)","1"
"Boas fabrieksschoorsteen ","1"
"Museum Energetica","1"
"werkplaats","1"
"Sint Antoniusschool","1"
"Luthers Weeshuis","1"
"Amsterdamse Chininefabriek","1"
"Hoofdpostkantoor PTT","1"
"Postsorteergebouw","1"
"Postsorteercentrum","1"
"Post CS gebouw","1"
"Postsorteercentrum Oosterdok","1"
"Westergasfabriek (gashouder)|Molen De Bloem","1"
"spoordijk","1"
"Brienenhofje","1"
"Hofje Van Brienen|","1"
"Diaconie Oude Vrouwen Huys","1"
"Herberg 't Vosje","1"
"Kerk de Papegaai","1"
"De Elisabeth Wolffschool","1"
"Stadsboerderij Oost-Gein","1"
"Groot Rome","1"
"Willemspoort","1"
"Javasche Bank","1"
"Sint Aloysiusschool","1"
"NZH koffiehuis|Noord-Zuid Hollandsch Koffiehuis","1"
"|Pakhuis De Kruiwagen","1"
"De Droogbak","1"
"Werf Monumentnzorg","1"
"Het Vosje","1"
"R.C. Armenkantoor","1"
"Swigters Hofje","1"
"Anne Frank","1"
"Huis Frankendael","1"
"Toerensluis","1"
"Sint Gabriëlkerk","1"
" Kerk H.H. Martelaren van Gorcum","1"
"Kerk H.H. Martelaren van Gorcum","1"
"Sint Bonifatiuskerk","1"
"Zaanhof","1"
"Diaconie oude vrouwen en mannenhuis|Amstelhof","1"
"Brug 39","1"
"Sibbelwoningen","1"
"Reestraat 8","1"
"Reerust","1"
"Schottenburg","1"
"Multatuli - Woutertje Pieterse en Femke ","1"
"Doopsgezinde schuilkerk ""Het Lam""","1"
"Huize De Dolphijn","1"
"gevelsteen met de keizerskroon","1"
"gevelsteen halve maan","1"
"gevelsteen pelikaan","1"
"Sint Jorishof|Sint-Paulusbroederklooster","1"
"restauratiepanden","1"
"Sweelinckhuis","1"
"'t Roode Kruis","1"
"drogist","1"
"gevleugelde sfinx","1"
"|Wertheimpark","1"
"theater Tingel Tangel","1"
"watermolen","1"
"|Entrepotdok","1"
"Associatie Cassa","1"
"Korff's Chocoladefabriek","1"
"Oude Kerk|Sint Nicolaaskerk","1"
"beschoeiing","1"
"|Werf Uilenburg Amsterdam ","1"
"Scharrebiersluijs","1"
"Scharrebiersluis|Kortjewantsbrug","1"
"Scharrebiersluis|Scheepvaartmuseum","1"
"kantoor entrepôtdok","1"
"Mozes en Aäronkerk|Hoogduits Synagogecomplex","1"
"gevelsteen met jaartal","1"
"Dominicuskerk|Posthoornkerk","1"
"Centraal Station|Beurs van Berlage|Noord-Zuid Hollandsch Koffiehuis","1"
"|Grote Synagoge","1"
"voormalige pakhuizen","1"
"Sleutelbrug|Huis aan de Drie Grachten","1"
"Binnengasthuis|Gimnesselsuis","1"
"Binnengasthuis|Grimnessesluis","1"
"Binnengasthuis|Huis aan de Drie Grachten","1"
"distilleerderij De Ooievaar","1"
"Vereeniging ter verbreiding der waarheid","1"
"Luthers Diaconessen Weeshuis","1"
"De Lente|De Zomer","1"
"Diaconie Weeshuis van de Nederlands hervormde gemeente","1"
"Monument Coöperatieve Woningbouwvereniging Rochdale","1"
"Kolksluis|Armbrug","1"
"scheepswerf Kromhout|scheepswerf koning William","1"
" 't Kromhout","1"
"scheepswerf Kromhout|","1"
"Museumwerf 't Kromhout","1"
"abn-amrobank","1"
"De Posthoorn (R.K. Kerk)|Ronde Lutherse Kerk|Oude Kerk","1"
"Havengebouw|Centraal Station|Stationspostkantoor","1"
"Centraal Station||Havengehouw","1"
"De Posthoorn (R.K. Kerk)|Havengebouw","1"
"De Posthoorn (R.K. Kerk)|Ronde Lutherse Kerk|Oude Kerk|Beurs van Berlage|Paleis op de Dam|Nieuwe Kerk","1"
"Westerkerk|Paleis op de Dam|Nieuwe Kerk|Magna Plaza|Noorderkerk","1"
"Hofje Concordia-Zuid","1"
"Zeven Provinciehuizen|Vriesland","1"
"Zeven Provinciehuizen|Zeeland","1"
"Zeven Provinciehuizen|Gelderland","1"
"Zeven Provinciehuizen","1"
"Hope","1"
"Huisje van Gosler","1"
"Maupoleum|Burgemeester Tellegenhuis","1"
"Scheepvaartmuseum|Oosterkerk","1"
"St. Augustinuskerk","1"
"Porta Maggiore in Rome","1"
"Lettergieterij Amsterdam","1"
"Rembrandthuis|Burgemeester Tellegenhuis","1"
"Nederlands Israëlische Nieuwe Synagoge|Mozes en Aäronkerk","1"
"|Bungehuis","1"
"De Cost Gaet Voor De Baet Uyt|Accijnshuis","1"
"Kantoor SHB","1"
"Dominicuskerk|Ronde Lutherse Kerk","1"
"Sint Jansburg","1"
"De Vergulde Dubbele Arend","1"
"Amsterdamse Cavaleriekazerne","1"
"Huis Sweedenrijck","1"
"de drie gekroonde haringen|De Drie Gekroonde Haringen|Drieharingenbrug","1"
"De Drie Heuvelen","1"
"Vespuccimarkt","1"
"|Concordiahofje","1"
"Gemeenschapsmolen","1"
"Nieuwe Kerk|Paleis op de Dam|Magna Plaza","1"
"Stadsschouwburg|Leidsepleintheater","1"
"Raw Aron Schuster Synagoge","1"
"Brug 10|Lijnbaansbrug|Brug 11","1"
"Brug 417","1"
"Pelikaanburg","1"
"|Krachtcentrale","1"
"Scheepswerf Bierenbroodspot","1"
"Cavaleriekazerne|Kavalleriekazerne","1"
"AMRO Bank","1"
"hoofgebouw van abbatoir","1"
"Huize Zuidwijck","1"
"Disteldorp","1"
"Kleuterschool Eben Haëzer","1"
"Muntsluis","1"
"|Shelltoren","1"
"Oranje-Naussau Kazerne","1"
"Paleis van Justitie|Wilhelmina Gasthuis","1"
"voormalige stadsschouwburg","1"
"Museum Fodor","1"
"Singelhoven","1"
"Diamantslijperij Boas|Steenvoetsluis","1"
"Chassékerk","1"
"huis Sweedenrijk","1"
"Brug 280","1"
"luthers diaconessen inrichting","1"
"Het Zuid-Afrika Huis","1"
"pakhuizen d'Eendragt","1"
"Brug 100","1"
"Amsterdams Tehuis voor Arbeiders|Sint Bernardus","1"
"Lutherse Diaconiehuis|Dr. Sarphatihuis","1"
"Zeevrugt","1"
"Hotel Prinsen","1"
"villa Roelvink","1"
"Lijnbaan van de Verenigde Oost-Indische Compagnie|Admiraliteitslijnbaan","1"
"Sint Pieterspoort","1"
"Kapel van Durgerdam","1"
"Sint Ingatiuskerk|Rijpenhofje","1"
"pakhuizen God is myn Burgh","1"
"Sint Andrieshofje|","1"
"Drie Gekroonde Haringen","1"
"|Hervormde Kerk","1"
"|De Gooyer (molen)","1"
"school de dageraad","1"
"Leesmuseum|Arti et Amicitiae","1"
"Haarlemmerpoort|Bolwerk Westerbeer|Bolwerk de Bocht|Nieuwe Waal","1"
"Paleis voor Volksvlijt|Amstel Hotel","1"
"Sint Nicolaaskerk|Scheepvaarthuis","1"
"bioscoop du Midi|apollohal","1"
"Zuiderkerk|Huis De Pinto","1"
"Waag (Nieuwmarkt)|Schreierstoren","1"
"Huis Bartolotti|Het Witte Huijs","1"
"Amsterdams Lyceum|Brug 410","1"
"Nederlands Hervormde Kerk|Nieuwendammerkerk","1"
"Ronde Lutherse Kerk|Oude Lutherse Kerk","1"
"pakhuizen de Vrede","1"
"oosterparkkerk|Oosterparkkerk","1"
"Haarlemmerpoort|Willemsbrug","1"
"Agnietenkapel|Trippenhuis|Felix Meritis","1"
"Smits Koffiehuis","1"
"Café-restaurant Boerderij Meerzicht|","1"
"De Marmot|Marmottenhuis","1"
"Amsterdamse Vrijmetselaarsloge 'Nos Vinxit Libertas'","1"
"Scheepvaartmuseum|'s Lands Zeemagazijn|Marine Etablissement ","1"
"Oude Kerk|Accijnshuis|Gebouw Handelsinlichtingen","1"
"Portugees-Israëlitische Synagoge|Portugees-Israëlitische Seminarie","1"
"Desideriusbrug","1"
"Huize Eendracht","1"
"Sint Nicolaaskerk|Waag (Nieuwmarkt)|Havengebouw|Centraal Station","1"
"Obrechthuys","1"
"De Heilige Nicolaas en Barbara-kerk","1"
"Den Grooten Heer|Associatie Cassa","1"
"Boomkerk|R.K. kerk Franciscus van Assisië","1"
"pastorie van de apostolische kerk","1"
"Levensverzekering Noord-Braband Waalwijk ","1"
"Commandantshuis","1"
"tramremise van de AOM","1"
"Universiteitstheater|","1"
"afrekeningsgebouw","1"
"R.K. kerk Vincentius a Paulo ","1"
"De Otter (molen)","1"
"bovenlicht","1"
"Aalsmeerder Veerhuis|","1"
"Pius X kerk","1"
"Havengebouw|Shelltoren","1"
"Ons Huis","1"
"Allard Pierson Museum|nederlandse bank","1"
"Regenboogs Liefdehofje","1"
"Westerkerk|Havengebouw","1"
"Havengebouw|De Posthoorn (R.K. Kerk)|Posthoornkerk","1"
"H.J. van Wijlenschool","1"
"Paleis op de Dam|Nieuwe Kerk|P.C. Hoofthuis","1"
"Stadhuis-Muziektheater|Hogesluis|Brug 246","1"
"Brug 35|Brug 237|Hendrick Jacobcz Staetsbrug","1"
"Regenboog-Liefdehofje","1"
"Nederlands Hervormde Sloterkerk","1"
"Nieuwerzijds Kapel|Uilenburger Synagoge","1"
"Brug 129","1"
"Montelbaanstoren|Scheepvaarthuis","1"
"Amstelkerk|De Duif","1"
"Het Lido","1"
"Raw Aron Schuster-synagoge|Obrechtsynagoge","1"
" Museum Willet-Holthuysen","1"
"Maupoleum","1"
"Brug 117","1"
"Amstelhof|Hortus Botanicus","1"
"Blauwbrug|Stadhuis-Muziektheater|Mozes en Aäronkerk","1"
"Rijksacademie van beeldende kunsten|Stadsturfpakhuizen|Arsenaal","1"
"Brentano's steun des ouderdoms","1"
"Rijksmuseum|Munttoren","1"
"Bickers Tooren","1"
"Brug 99","1"
"Westerkerk|R.K. kerk de Zaaier","1"
"Bagijnhof","1"
"Westerkerk|Ronde Lutherse Kerk|Westergasfabriek|Nieuwe Kerk|Beurs van Berlage","1"
"Nieuw-Apostolische Kerk","1"
"Amstelhof|Binnengasthuis","1"
"Brug 21","1"
"Ronde Lutherse Kerk|Noorderkerk|Victoria Hotel","1"
"Brug 93|Brug 67","1"
"galerij","1"
"Brug 278|Scharrebiersluis","1"
"De Transvaalsche Boer","1"
"Bosschehofje","1"
"huis Klarenbeek","1"
"Universiteitstheater |","1"
"entrepotpakhuizen|kantoor abattoir","1"
"Langerlust","1"
"Westergasfabriek|Maria Magdalenakerk","1"
"de Bauwe Engel|World Trade Center Amsterdam","1"
"Prinses Wilhelmina Bewaarschool","1"
"Ronde Lutherse Kerk|Centraal Station","1"
"Brug 419","1"
"Brug 31","1"
"Trippenhuis|Waag (Nieuwmarkt)","1"
"Oude Kerk|Zuiderkerk","1"
"Sint Nicolaaskerk|Schreierstoren|Bantammerbrug (Brug 298)","1"
"Academie voor Bouwkunst|Arsenaal|Stadsturfpakhuizen","1"
"Brug 49","1"
"Haarlemmerpoort|Nieuwe Haarlemmerpoort|Kartuizerklooster|Nieuwe Waal|Amstolodamum In Quo aedses sacrae|Haringpakkerstoren","1"
"Zuiderkerk|Brug 223","1"
"De Bijenkorf|Beurs van Zocher|Nieuwe Kerk","1"
"Raw Aron Synagoge (Obrechtsjoel)","1"
"Brug 130|Trapjesbrug","1"
"De Dokwerker|Portugees-Israëlitische Synagoge","1"
"Museum Hotel","1"
"Café Noord-Holland 1907","1"
"|Mozes en Aäronkerk|Hoogduitse Synagoge|Maupoleum|Burgemeester Tellegenhuis","1"
"Hortusbrug","1"
"Joods Historisch Museum|Grote Synagoge|Nieuwe Synagoge||M.S. Vaz Diazbrug","1"
"|R.K. Onze Lieve Vrouwekerk","1"
"Sirius Amsterdam","1"
"mirakelkolommen|werf Monumentenzorg","1"
"Latjesbrug","1"
"De Bazel|Rijksmuseum","1"
"jordaan","1"
"Grimnnessesluis","1"
"Huize Vijverhoek","1"
"Munttoren|Muntsluis","1"
"Boerhaave kliniek","1"
"Klein Kalfje","1"
"mirakelkolommen","1"
"Munttoren|Muntsluis|Brug 1","1"
"amsterdamse huishoudschool|jeugdherberg","1"
"veilinghuis Christie's|Scheepvaartmuseum","1"
"Huis Bartolotti|pakhuis d'Theeboom","1"
"Haarlemmersluis|Brug 14","1"
"Boerderij Kamplust","1"
"Bloemgrachtkerk","1"
"Zeeburgerbrug","1"
